Image	human_evaluation
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_4.jpg	False
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_40.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_41.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_42.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_43.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_44.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_45.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_46.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_47.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_48.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_49.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_5.jpg	False
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_50.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_51.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_52.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_53.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_54.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_55.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_56.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_57.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_58.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_59.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_6.jpg	False
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_60.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_61.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_62.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_63.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_64.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_65.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_66.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_67.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_68.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_69.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_7.jpg	False
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_70.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_71.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_72.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_73.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_74.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_75.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_76.jpg	True
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_8.jpg	False
fundamentals-of-turning-and-cushion-placement-when-person-can-assist---1-how-to-turn_frame_9.jpg	False
